,process,id,name,description,processType,lastChange,version,location,category
1002,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S_GH",2808a673-7f76-3b31-90bc-e897ce2e7555,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S","This dataset represents the transformation of electricity voltage from high to medium voltage.;Definition of the voltage levels: ; - High voltage level above 24 kV (large scale industry); - Medium voltage level between 1 kV and 24 kV (medium to small scale industry, service sector;and public buildings); - Low voltage level below 1 kV (Households) This activity starts with the high voltage electricity arriving at the transformer station. From cradle, i.e. including all upstream activities. This activity ends with 1kWh of high voltage electricity transformed to medium voltage. 

This dataset includes the losses during voltage transformation.

It doesn't include the transformer station itself as this is included in the dataset for the transmission network.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.294+08:00,03.02.003,Ghana,"3510:Electric power generation, transmission and distribution"
1003,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_BR-North-eastern grid",cfd2ba4e-1aea-4b39-b66b-28ca4623d556,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electricity available on the medium voltage level Brazil-North-eastern in in 2014. This is done by showing the transmission of 1kWh electricity at medium voltage.;The original ecoinvent dataset used as a basis was 'market for electricity, medium voltage, BR, 2014-2017' and it has been copied in '12/2017';[This dataset is meant to replace the following datasets:
 - market for electricity, medium voltage, BR, 2014 - 2017 (07e6c1d0-6723-50cd-97f4-95bd4356ac89)];The shares of electricity technologies on this market are valid for the year 2015. They have been implemented by the software layer and don't represent the production volumes in the unlinked datasets valid for the year 2012. These shares have been calculated based on statistics from 2015. Main source: MME (2016). Matrizes Eletricas Estaduais: Ano Referencia 2015. Edicao de 23 de novembro de 2016. Ministerio De Minas E Energia - MME. Secretaria De Planejamento E Desenvolvimento Energetico. Nucleo De Estudos Estrategicos De Energia.  Available in: <http://www.mme.gov.br/documents/10584/3580498/03+-+Matrizes+El%C3%A9tricas+Estaduais+2016+-+ano+ref.+2015+%28PDF%29/ddfaad8c-a436-4aa8-b619-f95dd2cf689c?version=1.0> Access in: 12/2017. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this country and from imports and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.315+08:00,03.01.003,"Brazil, North-eastern grid","3510:Electric power generation, transmission and distribution"
1004,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S_AE",22f0c237-7af3-3da2-bacd-55b3e5055847,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S","This dataset represents the transformation of electricity voltage from high to medium voltage.;Definition of the voltage levels: ; - High voltage level above 24 kV (large scale industry); - Medium voltage level between 1 kV and 24 kV (medium to small scale industry, service sector;and public buildings); - Low voltage level below 1 kV (Households) This activity starts with the high voltage electricity arriving at the transformer station. From cradle, i.e. including all upstream activities. This activity ends with 1kWh of high voltage electricity transformed to medium voltage. 

This dataset includes the losses during voltage transformation.

It doesn't include the transformer station itself as this is included in the dataset for the transmission network.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.341+08:00,03.02.003,United Arab Emirates,"3510:Electric power generation, transmission and distribution"
1005,"market group for electricity, medium voltage | electricity, medium voltage | Cutoff, S_UCTE",807c8946-88fa-304f-9a3c-df31a31b4a89,"market group for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset is a market group. Market groups represent a 'market of markets'. Their purpose is to group a set of markets into larger, geographically relevant datasets.;Market groups are created for convenience and ease of use. They only group other markets and/or market groups contained within their geography.;Losses and relevant exchanges (transport, transport infrastructure, etc.) are not included in this dataset. They are present in the contained markets.  ;UCTE is an outded geographical entity.  The use of ENTSO-E is recommended.  From cradle, i.e. including all upstream activities.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.344+08:00,03.00.003,Union for the Co-ordination of Transmission of Electricity,"3510:Electric power generation, transmission and distribution"
1006,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_CA-NU",31465982-2a3e-30c8-b3f1-293e8483db0e,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electricity available on the medium voltage level in Canada, Nunavut for year 2014. This is done by showing the transmission of 1kWh electricity at medium voltage.;The shares of electricity technologies on this market are valid for the year 2018. They have been calculated by the data provider and don't necessarily correspond with the production volumes entered in the undefined datasets of the different electricity producers. The shares have been calculated based on statistics from 2018: IEA World Energy Statistics and Balances. OECD iLibrary, eISSN: 1683-4240, DOI: 10.1787/enestats-data-en and Government of Canada - Statistics Canada: StatCAN, https://www.statcan.gc.ca/eng/start. CA-internal electricity import statistics have been calculated for 2016 by Pablo Tirado (CIRAIG). Grid losses are based on data from 2017 (also IEA World Energy Statistics and Balances). Further information can be found in a report available on ecoQuery, section 'Files'. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this country and from imports and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.368+08:00,03.01.003,"Canada, Nunavut","3510:Electric power generation, transmission and distribution"
1007,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_IN-Eastern grid",3d265f2b-befd-333f-9196-7dede8e1904b,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electricity available on the medium voltage level in India - Eastern grid. This is done by showing the transmission of 1kWh electricity at medium voltage.;The shares of electricity technologies on this market are valid for the year 2014. They have been implemented by the software layer and don't represent the production volumes in the unlinked datasets valid for the year 2012. These shares have been calculated based on statistics from 2014. Basic source: IEA. 2017. IEA World Energy Statistics and Balances. OECD iLibrary, eISSN: 1683-4240, DOI: 10.1787/enestats-data-en. Further information will be available in a report available on ecoQuery. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this region and from imports from other 4 regional grids and Bhutan and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.371+08:00,03.01.003,"India, Eastern grid","3510:Electric power generation, transmission and distribution"
1008,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S_TT",ac837fea-ff0f-3315-b792-2d7c686fce67,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S","This dataset represents the transformation of electricity voltage from high to medium voltage.;Definition of the voltage levels: ; - High voltage level above 24 kV (large scale industry); - Medium voltage level between 1 kV and 24 kV (medium to small scale industry, service sector;and public buildings); - Low voltage level below 1 kV (Households) This activity starts with the high voltage electricity arriving at the transformer station. From cradle, i.e. including all upstream activities. This activity ends with 1kWh of high voltage electricity transformed to medium voltage. 

This dataset includes the losses during voltage transformation.

It doesn't include the transformer station itself as this is included in the dataset for the transmission network.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.380+08:00,03.02.003,Trinidad and Tobago,"3510:Electric power generation, transmission and distribution"
1009,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_CA-YK",a59d8e6e-0d5c-3e25-9e4f-62c1a706d220,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electricity available on the medium voltage level in Canada, Yukon Territory for year 2014. This is done by showing the transmission of 1kWh electricity at medium voltage.;The shares of electricity technologies on this market are valid for the year 2018. They have been calculated by the data provider and don't necessarily correspond with the production volumes entered in the undefined datasets of the different electricity producers. The shares have been calculated based on statistics from 2018: IEA World Energy Statistics and Balances. OECD iLibrary, eISSN: 1683-4240, DOI: 10.1787/enestats-data-en and Government of Canada - Statistics Canada: StatCAN, https://www.statcan.gc.ca/eng/start. CA-internal electricity import statistics have been calculated for 2016 by Pablo Tirado (CIRAIG). Grid losses are based on data from 2017 (also IEA World Energy Statistics and Balances). Further information can be found in a report available on ecoQuery, section 'Files'. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this country and from imports and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.386+08:00,03.01.003,"Canada, Yukon","3510:Electric power generation, transmission and distribution"
1010,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_RO",09afa67d-65b2-3530-a055-5c8d455d6f82,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electricity available on the medium voltage level in Romania for year 2014. This is done by showing the transmission of 1kWh electricity at medium voltage.;The shares of electricity technologies on this market are valid for the year 2017. They have been calculated by the data provider and don't necessarily correspond with the production volumes entered in the undefined datasets of the different electricity producers. The shares have been calculated based on statistics from 2017: IEA World Energy Statistics and Balances. OECD iLibrary, eISSN: 1683-4240, DOI: 10.1787/enestats-data-en and ENTSO-E: Physical Energy & Power Flows, https://www.entsoe.eu/data/power-stats/physical-flows/. Grid losses are based on data from 2017 (also IEA World Energy Statistics and Balances). Further information can be found in a report available on ecoQuery, section 'Files'. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this country and from imports and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.393+08:00,03.01.003,Romania,"3510:Electric power generation, transmission and distribution"
1011,"electricity, from municipal waste incineration to generic market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_CA-PE",c822d90a-589a-3cdd-bdfb-87387910765f,"electricity, from municipal waste incineration to generic market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset changes the names of the (internally used) electricity product of waste incineration and connects it with the external grid and the respective average energy markets (grid electricity). From cradle, i.e. including all upstream activities.",ProcessType.LCI_RESULT,2021-01-05T00:56:32.761+08:00,03.01.003,"Canada, Prince Edward Island",3821:Treatment and disposal of non-hazardous waste
1012,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_GB",277d8038-8601-3a79-bbcf-751aeca9f641,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electricity available on the medium voltage level in United Kingdom for year 2014. This is done by showing the transmission of 1kWh electricity at medium voltage.;The shares of electricity technologies on this market are valid for the year 2017. They have been calculated by the data provider and don't necessarily correspond with the production volumes entered in the undefined datasets of the different electricity producers. The shares have been calculated based on statistics from 2017: IEA World Energy Statistics and Balances. OECD iLibrary, eISSN: 1683-4240, DOI: 10.1787/enestats-data-en and ENTSO-E: Physical Energy & Power Flows, https://www.entsoe.eu/data/power-stats/physical-flows/. Grid losses are based on data from 2017 (also IEA World Energy Statistics and Balances). Further information can be found in a report available on ecoQuery, section 'Files'. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this country and from imports and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.415+08:00,03.01.003,United Kingdom,"3510:Electric power generation, transmission and distribution"
1013,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S_US-ASCC",a71b1d63-e33f-38d1-90b0-16865ad7f2ca,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S","This dataset represents the transformation of electricity voltage from high to medium voltage.;Definition of the voltage levels: ; - High voltage level above 24 kV (large scale industry); - Medium voltage level between 1 kV and 24 kV (medium to small scale industry, service sector;and public buildings); - Low voltage level below 1 kV (Households) This activity starts with the high voltage electricity arriving at the transformer station. From cradle, i.e. including all upstream activities. This activity ends with 1kWh of high voltage electricity transformed to medium voltage. 

This dataset includes the losses during voltage transformation.

It doesn't include the transformer station itself as this is included in the dataset for the transmission network.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.437+08:00,03.03.003,"United States of America, Alaska Systems Coordinating Council","3510:Electric power generation, transmission and distribution"
1014,"electricity, from municipal waste incineration to generic market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_NL",ac9418f0-e781-322d-830e-5d3e725059b9,"electricity, from municipal waste incineration to generic market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset changes the names of the (internally used) electricity product of waste incineration and connects it with the external grid and the respective average energy markets (grid electricity). From cradle, i.e. including all upstream activities.",ProcessType.LCI_RESULT,2021-01-05T00:56:32.803+08:00,03.01.003,Netherlands,3821:Treatment and disposal of non-hazardous waste
1015,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_PH",394e2b27-99dd-32d4-9d9f-33ae0bedb1be,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electrcity available on the medium voltage level in Philippines for year 2014. This is done by showing the transmission of 1kWh electricity at medium voltage.;The shares of electricity technologies on this market are valid for the year 2017. They have been calculated by the data provider and don't necessarily correspond with the production volumes entered in the undefined datasets of the different electricity producers. The shares have been calculated based on statistics from 2017: IEA World Energy Statistics and Balances. OECD iLibrary, eISSN: 1683-4240, DOI: 10.1787/enestats-data-en. Grid losses are based on data from 2017 (also IEA World Energy Statistics and Balances). Further information can be found in a report available on ecoQuery, section 'Files'. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this country and from imports and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.446+08:00,03.01.003,Philippines,"3510:Electric power generation, transmission and distribution"
1016,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_TN",c3ac2fa2-aca4-396c-9284-ebf5a787f9b3,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electrcity available on the medium voltage level in Tunisia for year 2014. This is done by showing the transmission of 1kWh electricity at medium voltage.;The shares of electricity technologies on this market are valid for the year 2017. They have been calculated by the data provider and don't necessarily correspond with the production volumes entered in the undefined datasets of the different electricity producers. The shares have been calculated based on statistics from 2017: IEA World Energy Statistics and Balances. OECD iLibrary, eISSN: 1683-4240, DOI: 10.1787/enestats-data-en. Grid losses are based on data from 2017 (also IEA World Energy Statistics and Balances). Further information can be found in a report available on ecoQuery, section 'Files'. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this country and from imports and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.462+08:00,03.01.003,Tunisia,"3510:Electric power generation, transmission and distribution"
1017,"electricity, from municipal waste incineration to generic market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_TW",7959b028-b6e6-34a5-83c5-55b2a491bb10,"electricity, from municipal waste incineration to generic market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset changes the names of the (internally used) electricity product of waste incineration and connects it with the external grid and the respective average energy markets (grid electricity). From cradle, i.e. including all upstream activities.",ProcessType.LCI_RESULT,2021-01-05T00:56:32.820+08:00,03.01.003,"Taiwan, Province of China",3821:Treatment and disposal of non-hazardous waste
1018,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S_BH",afc91ed4-65fd-342b-8415-21aec9ebdc95,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S","This dataset represents the transformation of electricity voltage from high to medium voltage.;Definition of the voltage levels: ; - High voltage level above 24 kV (large scale industry); - Medium voltage level between 1 kV and 24 kV (medium to small scale industry, service sector;and public buildings); - Low voltage level below 1 kV (Households) This activity starts with the high voltage electricity arriving at the transformer station. From cradle, i.e. including all upstream activities. This activity ends with 1kWh of high voltage electricity transformed to medium voltage. 

This dataset includes the losses during voltage transformation.

It doesn't include the transformer station itself as this is included in the dataset for the transmission network.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.485+08:00,03.02.003,Bahrain,"3510:Electric power generation, transmission and distribution"
1019,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S_BE",47cee223-1ad0-317e-a075-ce0aa25ccd0f,"electricity voltage transformation from high to medium voltage | electricity, medium voltage | Cutoff, S","This dataset represents the transformation of electricity voltage from high to medium voltage.;Definition of the voltage levels: ; - High voltage level above 24 kV (large scale industry); - Medium voltage level between 1 kV and 24 kV (medium to small scale industry, service sector;and public buildings); - Low voltage level below 1 kV (Households) This activity starts with the high voltage electricity arriving at the transformer station. From cradle, i.e. including all upstream activities. This activity ends with 1kWh of high voltage electricity transformed to medium voltage. 

This dataset includes the losses during voltage transformation.

It doesn't include the transformer station itself as this is included in the dataset for the transmission network.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.491+08:00,03.04.003,Belgium,"3510:Electric power generation, transmission and distribution"
1020,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_BR-Northern grid",50aeba78-ccef-45d5-a623-8a9df061cc49,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electricity available on the medium voltage level Brazil-Northern in in 2014. This is done by showing the transmission of 1kWh electricity at medium voltage.;The original ecoinvent dataset used as a basis was 'market for electricity, medium voltage, BR, 2014-2017' and it has been copied in '12/2017';[This dataset is meant to replace the following datasets:
 - market for electricity, medium voltage, BR, 2014 - 2017 (07e6c1d0-6723-50cd-97f4-95bd4356ac89)];The shares of electricity technologies on this market are valid for the year 2015. They have been implemented by the software layer and don't represent the production volumes in the unlinked datasets valid for the year 2012. These shares have been calculated based on statistics from 2015. Main source: MME (2016). Matrizes Eletricas Estaduais: Ano Referencia 2015. Edicao de 23 de novembro de 2016. Ministerio De Minas E Energia - MME. Secretaria De Planejamento E Desenvolvimento Energetico. Nucleo De Estudos Estrategicos De Energia.  Available in: <http://www.mme.gov.br/documents/10584/3580498/03+-+Matrizes+El%C3%A9tricas+Estaduais+2016+-+ano+ref.+2015+%28PDF%29/ddfaad8c-a436-4aa8-b619-f95dd2cf689c?version=1.0> Access in: 12/2017. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this country and from imports and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.496+08:00,03.01.003,"Brazil, Northern grid","3510:Electric power generation, transmission and distribution"
1021,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_GR",1d60fdc1-bf52-3b48-9307-3f646d9f2722,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electricity available on the medium voltage level in Greece for year 2014. This is done by showing the transmission of 1kWh electricity at medium voltage.;The shares of electricity technologies on this market are valid for the year 2017. They have been calculated by the data provider and don't necessarily correspond with the production volumes entered in the undefined datasets of the different electricity producers. The shares have been calculated based on statistics from 2017: IEA World Energy Statistics and Balances. OECD iLibrary, eISSN: 1683-4240, DOI: 10.1787/enestats-data-en and ENTSO-E: Physical Energy & Power Flows, https://www.entsoe.eu/data/power-stats/physical-flows/. Grid losses are based on data from 2017 (also IEA World Energy Statistics and Balances). Further information can be found in a report available on ecoQuery, section 'Files'. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this country and from imports and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.516+08:00,03.01.003,Greece,"3510:Electric power generation, transmission and distribution"
1022,"market group for electricity, medium voltage | electricity, medium voltage | Cutoff, S_CA",6d9b67fa-c7ea-3d0a-aa01-5ca8acf06719,"market group for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset is a market group. Market groups represent a 'market of markets'. Their purpose is to group a set of markets into larger, geographically relevant datasets.;Market groups are created for convenience and ease of use. They only group other markets and/or market groups contained within their geography.;Losses and relevant exchanges (transport, transport infrastructure, etc.) are not included in this dataset. They are present in the contained markets.   From cradle, i.e. including all upstream activities.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.534+08:00,03.00.003,Canada,"3510:Electric power generation, transmission and distribution"
1023,"market group for electricity, medium voltage | electricity, medium voltage | Cutoff, S_CN",5e6b8beb-c0f3-3697-a894-05624fe7abb2,"market group for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset is a market group. Market groups represent a 'market of markets'. Their purpose is to group a set of markets into larger, geographically relevant datasets.;Market groups are created for convenience and ease of use. They only group other markets and/or market groups contained within their geography.;Losses and relevant exchanges (transport, transport infrastructure, etc.) are not included in this dataset. They are present in the contained markets.   From cradle, i.e. including all upstream activities.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.539+08:00,03.00.003,China,"3510:Electric power generation, transmission and distribution"
1024,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S_BR-Mid-western grid",6dbaeb7e-5a70-42f2-bb2e-ee2d0fbbfe4b,"market for electricity, medium voltage | electricity, medium voltage | Cutoff, S","This dataset describes the electricity available on the medium voltage level Brazil-Mid-western in in 2014. This is done by showing the transmission of 1kWh electricity at medium voltage.;The original ecoinvent dataset used as a basis was 'market for electricity, medium voltage, BR, 2014-2017' and it has been copied in '12/2017';[This dataset is meant to replace the following datasets:
 - market for electricity, medium voltage, BR, 2014 - 2017 (07e6c1d0-6723-50cd-97f4-95bd4356ac89)];The shares of electricity technologies on this market are valid for the year 2015. They have been implemented by the software layer and don't represent the production volumes in the unlinked datasets valid for the year 2012. These shares have been calculated based on statistics from 2015. Main source: MME (2016). Matrizes Eletricas Estaduais: Ano Referencia 2015. Edicao de 23 de novembro de 2016. Ministerio De Minas E Energia - MME. Secretaria De Planejamento E Desenvolvimento Energetico. Nucleo De Estudos Estrategicos De Energia.  Available in: <http://www.mme.gov.br/documents/10584/3580498/03+-+Matrizes+El%C3%A9tricas+Estaduais+2016+-+ano+ref.+2015+%28PDF%29/ddfaad8c-a436-4aa8-b619-f95dd2cf689c?version=1.0> Access in: 12/2017. This activity starts from 1kWh of electricity fed into the medium voltage transmission network. From cradle, i.e. including all upstream activities. This activity ends with the transport of 1 kWh of medium voltage electricity in the transmission network over aerial lines and cables.

This dataset includes: 
  - electricity inputs produced in this country and from imports and transformed to medium voltage
 - the transmission network
 - direct emissions to air (SF6 from the insulation gas in the high voltage level switchgear are allocated to the electricity demand on medium voltage). 
 - electricity losses during transmission 

This dataset doesn't include
 - electricity losses during transformation from high to medium voltage or medium to low, as these are included in the dataset for transformation
  - leakage of insulation oil from cables and electro technical equipment (transformers, switchgear, circuit breakers) because this only happens in case of accidental release
 - SF6 emissions during production and deconstruction of the switchgear, as these are accounted for in the transmission network dataset.",ProcessType.LCI_RESULT,2021-01-05T00:56:11.543+08:00,03.01.003,"Brazil, Mid-western grid","3510:Electric power generation, transmission and distribution"
